Date,Open,High,Low,Close,Volume
30-09-15,71.29,72.16,71.08,72.16,9961
01-10-15,72.16,72.95,71.27,72.62,5804
02-10-15,71.39,72.36,71.3,7.17E+01,5652
05-10-15,72.13,73.12,72.13,73.12,6000
06-10-15,73.2,7.40E+01,73.02,73.04,14311
07-10-15,73.53,73.53,72.3,72.44,9191
08-10-15,73.13,73.31,72.08,72.1,9740
09-10-15,72.91,72.91,72.02,72.02,9542
12-10-15,71.85,71.85,71.4,71.51,8084
13-10-15,71.5,71.61,70.9,71.01,15478
14-10-15,70.3,71.1,70.3,70.95,10461
15-10-15,70.96,71.78,70.96,71.41,9680
16-10-15,72,72.9,72,72.54,17097
19-10-15,73.7,73.7,72.36,72.52,10651
20-10-15,73.67,73.67,72.83,72.96,5479
21-10-15,71.87,72.82,71.87,72.62,8247
22-10-15,72.5,73.17,72.41,73.17,14008
23-10-15,73.66,74.93,73.66,74.45,15832
26-10-15,74.6,75,74.57,74.73,11934
27-10-15,75,75.1,74.8,75.07,12693
28-10-15,74.94,75.69,74.94,75.34,6245
29-10-15,74.92,75.6,74.92,75.1,11882
30-10-15,74.75,75.26,74.55,75.13,11075
02-11-15,75.04,75.21,73.86,74.89,11903
03-11-15,75.34,75.4,74.5,74.5,7641
04-11-15,74.62,76.11,74.62,75.12,10669
05-11-15,74.98,75.09,74.09,74.11,14336
06-11-15,75.04,75.14,74.2,74.41,28995
09-11-15,74,74.27,72.62,72.94,24080
10-11-15,72.94,73,71.19,71.73,22173
11-11-15,72.41,72.85,71.92,72.22,16303
12-11-15,71.92,72.1,71.7,71.93,8467
13-11-15,71.46,71.93,70.91,71.7,24143
16-11-15,70.9,71.13,70.39,70.72,21485
17-11-15,71.15,72.08,70.73,72.08,16729
18-11-15,72.37,73.09,71.9,73.09,10308
19-11-15,74,74,73.02,74,11472
20-11-15,74.14,74.15,73.75,74,10952
23-11-15,74.3,74.99,74.3,74.8,10347
24-11-15,75,75,74.4,74.61,13461
25-11-15,74.69,74.91,73.47,73.65,15119
26-11-15,74.02,74.03,73.39,73.39,12513
27-11-15,75.01,75.01,73.26,73.59,11901
30-11-15,73.74,73.77,73.05,73.24,10655
01-12-15,73.24,74.91,73.05,74.53,12794
02-12-15,74.28,74.63,74,74.3,29937
03-12-15,73.35,74.27,73.06,74.27,17898
04-12-15,73.02,73.29,72.5,73.29,18715
07-12-15,74.52,74.75,73.05,73.05,16736
08-12-15,73.43,74.73,73.43,74.45,6560
09-12-15,74.17,74.44,73.42,74.14,13676
10-12-15,74.11,74.11,72.71,73.31,15889
11-12-15,73.19,73.6,72.59,73.38,10674
14-12-15,72.8,73.03,72.23,72.24,16823
15-12-15,72.2,72.88,72.2,72.79,12363
16-12-15,72.86,74.73,72.86,74.73,27327
17-12-15,74.86,75.63,74.86,75.21,21680
18-12-15,74.37,75.21,73.85,75.06,15864
21-12-15,74.74,74.96,74.32,74.51,28790
22-12-15,74.66,75.43,74.52,74.85,13807
23-12-15,75.51,75.51,74.97,75.11,8018
24-12-15,75.27,75.32,74.98,75.2,9452
29-12-15,75.5,77.16,75.37,76.6,7658
30-12-15,78.66,78.66,76.77,77.26,7035
31-12-15,77.65,77.89,76.02,76.02,3897
04-01-16,78.03,78.03,74.09,74.95,11776
05-01-16,74.5,74.6,73.8,74.11,8929
06-01-16,74.78,74.78,73,73.64,13690
07-01-16,73.7,74.42,72.91,73.19,14667
08-01-16,72.27,73.07,71.5,72.36,14973
11-01-16,72.33,72.76,71.55,7.28E+01,16287
12-01-16,72.76,73.42,72.05,72.4,19524
13-01-16,72.44,73.85,72.44,73.6,11743
14-01-16,72.72,73.46,72,73.46,11783
15-01-16,73.46,73.82,71.8,71.8,7375
